,Expected entropy
story,-7.3784009739377785
eland,-7.378446087850906
wipes,-7.378462162873512
clams,-7.37946380694567
ayins,-7.379701724900902
strop,-7.380728074829138
helms,-7.380974315161495
haute,-7.381133219581249
sites,-7.38252463565263
torah,-7.383223309797949
hired,-7.383329916281596
cider,-7.384174436177601
hands,-7.384703345392558
shyer,-7.38473109851729
pager,-7.385001751793359
snout,-7.385383829033536
death,-7.3855710544293265
riced,-7.38636642267165
writs,-7.386955210390377
camel,-7.387072752295754
cager,-7.387882525533844
savor,-7.387994904921125
swine,-7.388664057263533
aimed,-7.389163123615516
mints,-7.38926857388049
coral,-7.3894067847882035
nicer,-7.390275012562687
dinar,-7.390305219409755
vails,-7.390796741619596
gored,-7.390907920766908
feist,-7.3914300269854545
chaos,-7.391518648928828
hulas,-7.392085296337327
tribe,-7.393017094875644
greps,-7.393798112303192
blear,-7.3940154349242855
bated,-7.395089695906616
foils,-7.395747596290325
dicer,-7.395970750123264
supra,-7.396186012762151
coper,-7.396483406626773
sonly,-7.397862405705705
remit,-7.399942347843648
draws,-7.400338661550695
loxes,-7.40043539858663
roble,-7.400514506586788
monte,-7.400588310515121
spued,-7.400797668606053
trows,-7.401082923466585
gibes,-7.401185101640283
techs,-7.401393162042253
house,-7.401610016722542
grade,-7.4018197435716475
stark,-7.401904342680236
haves,-7.402211816228877
versa,-7.402461101213471
cuter,-7.403416365114681
gated,-7.403509077557447
egads,-7.404598437411711
bergs,-7.404727368489806
marks,-7.404954542965091
fakes,-7.405405600547427
shnor,-7.406089290548616
mikes,-7.406393810981184
toker,-7.406555352700603
lacey,-7.406776503813793
tabus,-7.406878977949124
lawns,-7.407039011568937
place,-7.407081049967957
lamps,-7.407125962847699
paths,-7.407573795980085
posit,-7.407756922226245
sepoy,-7.408686290286688
warps,-7.408879856809921
ashen,-7.409463058063257
areas,-7.409563802658779
cairn,-7.409646201171416
doves,-7.4100882592507755
latin,-7.410785255855515
wakes,-7.411067794502204
piled,-7.411800206245136
tower,-7.4119207653537185
sandy,-7.412051594585865
urine,-7.4124570557698775
gaper,-7.412519734861612
clods,-7.412957621071628
meson,-7.413470838801394
hints,-7.414506156065646
caron,-7.414551917507442
hurts,-7.414561979146662
spina,-7.415385176288417
acids,-7.415460296374146
inert,-7.415633380320268
regal,-7.416092384908651
toped,-7.416926334553953
split,-7.416932332835349
newts,-7.417564998895105
scorn,-7.417697061213557
sound,-7.417739006566328
drain,-7.418008657223901
molar,-7.41815727950743
pious,-7.418542440260049
plods,-7.419506844275505
amuse,-7.419518012386034
glads,-7.419525796835203
peaty,-7.419845029593281
stoma,-7.419957711363431
dazes,-7.420486734076109
metro,-7.420609059732185
petri,-7.420713255911596
anger,-7.421278405761114
tease,-7.421322863210413
plied,-7.42176643675065
idler,-7.422106042628419
moist,-7.422404211372758
shorn,-7.422731144595472
strip,-7.423872239257641
feral,-7.424774894695969
clone,-7.424846512645335
cruel,-7.424931089251493
dorks,-7.425137405037166
coned,-7.425273246807801
bends,-7.425276658090734
zetas,-7.425325368929074
mosey,-7.42547833089977
totes,-7.425550941346031
spoil,-7.426463501316424
yelps,-7.427630379188926
deism,-7.428196790685224
omits,-7.428371881709391
raked,-7.428487117824071
drake,-7.428904277591044
cults,-7.429040281225853
sugar,-7.429261765970644
curie,-7.429295310520232
micas,-7.429976032445155
acted,-7.430395624965875
grins,-7.430451837813498
upset,-7.430462158202115
daisy,-7.430615193561928
storm,-7.431196861773767
horde,-7.431576224920988
scrod,-7.432055476833488
harks,-7.4323375297376515
delay,-7.432409617751795
brace,-7.432420707210599
molds,-7.432621049492241
arity,-7.432920981312316
taken,-7.432964093840473
laity,-7.433447567208106
units,-7.433459364131507
pride,-7.433689490408202
cameo,-7.433801428746001
comer,-7.433960278325132
grams,-7.4340647586086135
thins,-7.434569285377359
spray,-7.4347128674577485
snark,-7.435130062971516
marge,-7.435215383914877
bands,-7.435566203450948
after,-7.435925791473143
rimed,-7.436488747472476
welds,-7.43651269509805
trees,-7.436546275124047
rifts,-7.436613837093519
vials,-7.436896766329222
proms,-7.437067545440563
tongs,-7.4371892621785545
blast,-7.437938480902738
their,-7.438366424212937
scarp,-7.438883239299076
roses,-7.440415652526644
dolce,-7.440849922369273
hikes,-7.441039091970488
alums,-7.441099725955153
wrest,-7.441403837921656
sharp,-7.441496065917516
buret,-7.441556402865533
reels,-7.44166403468495
maple,-7.441707383067938
radio,-7.441951119304933
dimer,-7.442579099590286
rasae,-7.4427655407855395
cited,-7.442886931031863
wrote,-7.443325153563863
hayer,-7.443892194726716
radon,-7.444104186543828
racks,-7.444201364453526
scary,-7.444521930946451
clean,-7.4445810564806445
screw,-7.444809037569179
shrew,-7.445090931634462
scrap,-7.445372511199305
soars,-7.445397612028055
birds,-7.4466460476819805
blest,-7.446800691021673
debar,-7.4468557990017175
loped,-7.447139443743747
zeros,-7.447193218571188
hoist,-7.447358327086199
matey,-7.447497356640734
nadir,-7.447786031361279
slang,-7.44788401705107
genus,-7.448231494223184
gamer,-7.448750426902316
levis,-7.4489443208029815
yours,-7.448945536951636
leers,-7.448970537652703
trike,-7.449204977984305
valet,-7.449534242352267
cubes,-7.449727693927867
coves,-7.450027229969602
calks,-7.450164024078031
auger,-7.450471810120234
fader,-7.450664100828107
sizer,-7.451729012979635
sonic,-7.4529912594619665
wader,-7.453247235482973
outen,-7.453427976640898
veins,-7.453529986671226
reach,-7.454105331911963
waist,-7.454134326427838
limns,-7.454342522499135
holed,-7.454680211429981
locus,-7.45484501621905
sines,-7.455003064360183
ikats,-7.455098034159269
hurls,-7.456517009047048
bleat,-7.456772049170402
mason,-7.45699672171141
grace,-7.45740799159635
clays,-7.458050170921227
pubes,-7.458294336392
proem,-7.458657379758399
nasty,-7.458981164912412
kilos,-7.4590201510313365
pedal,-7.459076683285979
plead,-7.459147015861256
jeans,-7.45970813334135
garbs,-7.459751166137467
plays,-7.460154594708931
truce,-7.461309829394607
oldie,-7.461739589763313
grape,-7.461908677874196
suave,-7.462161390250183
warms,-7.462313921220105
spend,-7.462356290498278
tabor,-7.46240791855969
farms,-7.462525649656968
farce,-7.462660063773795
relic,-7.462723378430529
lease,-7.46298435697579
luted,-7.464011823929193
ponds,-7.46462174258913
rainy,-7.464682220768055
girds,-7.465035578804854
named,-7.465159796675243
dives,-7.465172352675767
stalk,-7.465199749831852
saris,-7.465272194489983
decal,-7.465284284889421
tubas,-7.465748189965678
ethos,-7.465951815256898
bytes,-7.466394686252728
loath,-7.466629867928385
olden,-7.466761352444487
paint,-7.4668639607858225
kilts,-7.466969098295876
write,-7.467254009589097
fuels,-7.467286575736621
balms,-7.467455209918224
holds,-7.467758856526069
acned,-7.467918756013386
sirup,-7.468268996446498
craws,-7.468330538382858
waled,-7.468609669646547
aport,-7.469438835653886
afire,-7.4696630620882605
tuned,-7.46977294152004
cento,-7.469832050884675
manor,-7.469836597034121
heron,-7.470027741261718
robed,-7.470407096851292
alike,-7.471330237145844
filer,-7.471801307833688
zones,-7.471873856177725
rings,-7.472132307223494
paced,-7.4722310606063065
moral,-7.472900954850274
maths,-7.4729719228033264
wraps,-7.472995538883487
basil,-7.473369181387774
bread,-7.473879018413729
recap,-7.474743009801435
oases,-7.47490904991106
beano,-7.474965746303943
laver,-7.474987730396849
straw,-7.475363996192478
scour,-7.476724692272603
amine,-7.476798972310484
agile,-7.47681306869284
sties,-7.47708380390445
vents,-7.477107421697084
romps,-7.477260432579738
lofts,-7.4773189825927835
dream,-7.477326050509055
cable,-7.477848288800988
price,-7.478099926855221
prims,-7.478281012198581
bouts,-7.478579782122656
comet,-7.478637302046263
enrol,-7.47896282109477
afore,-7.478972516560452
south,-7.479117396509167
skoal,-7.479264452773412
kelps,-7.48062003825866
filet,-7.480928752899156
gator,-7.481230855642102
plena,-7.481333623318929
barks,-7.481521608908525
wilts,-7.481584059852316
cured,-7.482548847542429
brine,-7.4833485774367645
bikes,-7.4838170682929475
lower,-7.484049301390096
caped,-7.484291762295296
durst,-7.484677731575721
fetus,-7.484885678174493
dribs,-7.485236127026051
clops,-7.485377476343384
flier,-7.485891615634296
chose,-7.486247871226579
pawer,-7.486292170798707
decor,-7.486413285206601
opera,-7.486672458704909
hider,-7.4866815573920436
moper,-7.487154392165227
ravel,-7.487622006187505
yenta,-7.488295283796509
crews,-7.488435753778563
longs,-7.488520193419208
muter,-7.488716182956977
rises,-7.48873325828812
repay,-7.488782821209995
yurts,-7.4903271400200415
epics,-7.490350091986278
sperm,-7.490356424682514
plait,-7.490395046059955
sward,-7.490569648932468
jades,-7.490857162095744
nukes,-7.491956055245926
verst,-7.492126764209295
facer,-7.492154010551255
tardy,-7.4927576637540065
coyer,-7.492798599297176
gouts,-7.493486942890463
timed,-7.49351513198128
plebs,-7.493800029659734
dairy,-7.494002100462158
dirks,-7.494217547854553
yokes,-7.494897142335197
skirt,-7.495106836490357
hilar,-7.495246161322711
meaty,-7.495303597197508
wadis,-7.49575476968317
toyed,-7.495891696834465
surly,-7.496019293272878
axels,-7.496229085095164
porks,-7.496684243908613
scram,-7.4968055613497295
meows,-7.496938646289779
blade,-7.497134556083667
words,-7.49748081676288
fords,-7.49833023376528
fonts,-7.49898914040243
poesy,-7.499127316687356
eclat,-7.499152833267563
acute,-7.4991903196481475
brays,-7.499211272395554
scalp,-7.499495055514468
marsh,-7.4997586269520795
gayer,-7.500334373207669
hoard,-7.500550732788027
youse,-7.500587586052132
sputa,-7.500843126254872
corks,-7.501145035398974
hoper,-7.50129474160608
burls,-7.501734285416523
sails,-7.501884221360198
limen,-7.502044907903998
grids,-7.502097489634607
flits,-7.502152915619347
lieth,-7.502592936172403
scold,-7.502618610530911
icons,-7.502858768904001
wonts,-7.502963930795585
snarf,-7.503820319169544
scaly,-7.504004787087769
muons,-7.504107418988611
brags,-7.504357026110445
model,-7.504836538927757
kerbs,-7.506851354407213
thous,-7.506932805248803
dukes,-7.507263001139167
fated,-7.50728179125809
facts,-7.50739072843661
tacks,-7.507476741551342
teach,-7.508546407486638
groat,-7.508793017982999
thine,-7.50887822931548
mealy,-7.509873058337228
grays,-7.510793647026675
salts,-7.510951417943315
pangs,-7.51116187059155
canto,-7.511414338393453
wised,-7.511995116165087
pined,-7.512152147676417
glade,-7.512226563035466
rinks,-7.512532410891833
curds,-7.512753617985855
guise,-7.513028099686639
tings,-7.513086305835469
moves,-7.513980847413033
overs,-7.514136178491455
speak,-7.514212947074219
barge,-7.514309657418277
liker,-7.51473009175131
raspy,-7.514839996001598
abuse,-7.515596462545249
tarts,-7.515971020420828
clips,-7.51641252413159
cunts,-7.516727779679464
obits,-7.517117672277751
oncet,-7.51721356241643
pawls,-7.517778809890158
palsy,-7.518022042251237
enact,-7.518603206377057
spurt,-7.51913836442525
dawns,-7.520058193381849
stoic,-7.52035873898566
crash,-7.520516838145591
worst,-7.520753783756522
golds,-7.520836642809418
loses,-7.520896583961864
terse,-7.521288559957383
scion,-7.521342175633577
spoke,-7.52195963620644
pasty,-7.522466304947332
lunar,-7.5225070664961855
towel,-7.522558596898415
tidal,-7.523063137490663
lithe,-7.5234163209571685
medal,-7.524192337199721
kepis,-7.524228337265952
bahts,-7.52604876345146
lifer,-7.526198525082174
party,-7.526300181837185
taste,-7.526473296429684
mazes,-7.526599711059656
mused,-7.526919796754089
hadst,-7.527331109677604
beths,-7.528098939504039
fours,-7.528417669559644
grabs,-7.528540426752049
stony,-7.529420576649828
narco,-7.529432221827505
coati,-7.529547162714833
cream,-7.530175854615319
bauds,-7.530400608697588
wends,-7.530607809464103
damps,-7.531494968396063
punts,-7.532166693084047
towns,-7.532249365193142
diary,-7.532589344279213
angel,-7.53304407324996
fauns,-7.533458272206348
dirge,-7.5334882460715535
raven,-7.53390548372363
bider,-7.5342943075887545
honed,-7.5345304936165665
daubs,-7.534657291701551
lifts,-7.535421421229258
limed,-7.53583241216532
grist,-7.535978684362757
yikes,-7.536043159709001
remap,-7.536420181630551
rapid,-7.536754579217011
actor,-7.537401040006996
beaut,-7.537427439081871
abled,-7.537527581761862
skein,-7.537597837485395
spike,-7.537977773984863
lacks,-7.538150507889412
vices,-7.538427422737118
labor,-7.538645946343344
verso,-7.539836566350656
seine,-7.539965439545858
fends,-7.540037144663813
maced,-7.540233344307353
facet,-7.540615671917296
homer,-7.54105571859136
crime,-7.541073864435973
barfs,-7.541234264701371
cruds,-7.5423560101817975
greys,-7.542615769218763
wands,-7.542891363853524
finer,-7.543098605245679
unite,-7.543276527039492
weald,-7.543343285770898
board,-7.543404557018962
lucre,-7.543766558226198
teens,-7.5438686423441705
vitas,-7.544786285421961
patsy,-7.544877918101545
foams,-7.5453479010987685
pukes,-7.546285995024863
tuber,-7.546468017117372
stork,-7.546716547741219
nuder,-7.548271847724119
lambs,-7.548377741271554
other,-7.548463180680689
deity,-7.548472198297744
leach,-7.548502155782209
fired,-7.548595748913639
taxer,-7.5492358991687905
salvo,-7.549493779409944
utero,-7.54974551855325
waned,-7.550219853947733
krone,-7.550944065252173
cukes,-7.551443582696905
ogler,-7.551654905132724
credo,-7.551725123586225
spout,-7.551773229919035
roars,-7.55207133355581
wired,-7.55211563118656
prune,-7.552211008936685
stove,-7.552502744752622
splay,-7.553102716384312
abuts,-7.55312317547
swipe,-7.553984174350884
stank,-7.554106681557783
nitro,-7.55411220346688
baths,-7.554420323239288
fetal,-7.5547657383303175
basin,-7.554780588482128
prime,-7.554892084668536
prigs,-7.555295493339705
chore,-7.555938442470492
scout,-7.55624624194121
inure,-7.557187933811293
cribs,-7.5573742246021824
lobar,-7.557431026949598
state,-7.557927459180443
shout,-7.558267088545218
roily,-7.558404006153008
solum,-7.5589740383286275
erase,-7.559361522831183
lardy,-7.559439884734121
fatso,-7.5596366151521535
maker,-7.5598944822065395
sorts,-7.560728890464261
coney,-7.561551310952148
rifle,-7.562360679065031
dowse,-7.562362386247278
ascot,-7.562410384541571
toric,-7.562929125189934
ulcer,-7.563556472226358
lobed,-7.563581596252831
largo,-7.563604870302465
lings,-7.564013616671648
waves,-7.564162878616976
ukase,-7.564213606149577
slurp,-7.565701794180098
cases,-7.5659337393282415
brant,-7.566210076896745
burns,-7.5666351075980005
hazes,-7.5668247999101546
argue,-7.566980538407629
plant,-7.56739454966474
tykes,-7.567396459965228
fried,-7.568418121992626
adieu,-7.568515911520856
tufas,-7.568517803373899
reign,-7.568701367643835
ideal,-7.568841356079798
crust,-7.569469921736513
velar,-7.5696176608093895
agone,-7.570520932954219
viols,-7.5709236722225235
recut,-7.570994349268523
smoke,-7.571387339522595
sages,-7.571740604065677
volts,-7.5718958933167055
fetor,-7.572124665399614
sides,-7.573757069540683
brute,-7.5738449608109475
chits,-7.574003123331939
payed,-7.574283243708496
bairn,-7.575189092139413
cutie,-7.5752750349524245
kilns,-7.575278396831014
bride,-7.575333659708988
bidet,-7.575684322708623
clasp,-7.575823235039739
oaken,-7.576023408760568
daily,-7.576066762937914
depot,-7.57628506053008
dozes,-7.576741587596281
feuar,-7.576892817722819
amide,-7.577084856914426
grips,-7.577558921098764
royal,-7.578202736816592
mined,-7.578653746430948
baron,-7.57874464642223
first,-7.579257315305459
spree,-7.579359184191444
tzars,-7.579608513578104
blurs,-7.57981344629154
orbed,-7.58002651681007
yodel,-7.580614131332043
slats,-7.58087761641458
ovals,-7.5808901369202
tuple,-7.581277695462445
saucy,-7.5822778326917355
ahoys,-7.58245959026187
adorn,-7.582485449116842
brent,-7.582725122998667
winos,-7.583197683926861
toady,-7.58331288269318
boned,-7.583731806600794
swain,-7.583778306181739
shave,-7.583979756754958
gilds,-7.584028783151621
staph,-7.584049007304631
frost,-7.584114805750795
rouge,-7.584801733400608
clefs,-7.584966853090509
holey,-7.5859165777075335
angle,-7.586083486060859
hefts,-7.586367595657704
patio,-7.586725047892714
raved,-7.586744918139694
sedum,-7.587086838879396
grant,-7.587400211947375
sleet,-7.588431268442546
spark,-7.588558182548945
voter,-7.5889342399838915
asset,-7.5891595102142135
doeth,-7.589764953265548
camps,-7.589792732502551
sheaf,-7.590011239985498
rowed,-7.5900191856580355
slues,-7.590276711242221
blahs,-7.590808113837785
claws,-7.591171860634045
knots,-7.591460017332915
email,-7.592164908789688
token,-7.592772428881038
bluer,-7.5930316362438655
seams,-7.5934398411114135
daunt,-7.594010733809469
balks,-7.594736519926232
tepid,-7.5953662621573
asked,-7.596115300688347
hangs,-7.596411848443679
rivet,-7.59641923018616
deads,-7.59719955886263
inode,-7.5975315109013914
gruel,-7.597571825497263
tinge,-7.597589306430774
pecan,-7.597649171455431
nixes,-7.597848673666191
easts,-7.597876643168995
crept,-7.597918410933611
pawns,-7.59802321155792
melon,-7.598256364544759
dower,-7.600284090583326
coxes,-7.600545978098207
reset,-7.600843986153121
redip,-7.600909346945028
clews,-7.601071205213643
meany,-7.601176306154937
evils,-7.601531030231777
kerfs,-7.601532777888055
links,-7.601888894966781
legit,-7.601903290079296
refit,-7.601950424763645
poxes,-7.601995947824748
turfs,-7.602260375233019
bonds,-7.602409456558249
frays,-7.602779190859972
rayon,-7.603225883384296
guest,-7.603356277387456
minds,-7.603462504939228
hives,-7.604123296759459
pansy,-7.604967159855074
flaps,-7.605051470009429
intra,-7.605271701649085
roman,-7.605283744736736
media,-7.605504067149032
jails,-7.605689419972992
koine,-7.606691758444162
tater,-7.606772575385183
shark,-7.606779441803743
argot,-7.607396005102583
hafts,-7.607655244604136
gluer,-7.607686282210528
rumen,-7.608423004047441
opine,-7.608850496678274
lurks,-7.608997305566212
bused,-7.6100165202529375
vireo,-7.610636609836523
noisy,-7.611463762900432
usage,-7.611726571064507
velds,-7.611766678940063
foist,-7.612080799451474
cloys,-7.612097905868116
fouls,-7.612312530522413
antsy,-7.612453402784782
drums,-7.613484902064251
taxis,-7.613507891588432
grail,-7.613524701562661
coups,-7.613720525203077
tells,-7.6138960199764565
pilot,-7.6139655896157885
ploys,-7.614744271374291
duper,-7.615164510258408
cheat,-7.615174867034274
swirl,-7.615783938906822
ulnar,-7.616127870623456
plein,-7.616480336266246
surer,-7.616521049538797
frame,-7.616889797441431
brims,-7.616962878867127
furls,-7.6170737316904
arias,-7.617270781409031
peers,-7.617340647711301
doyen,-7.618143141995341
rocks,-7.618750327387306
bonus,-7.6188975619560315
pumas,-7.6189052926415
glean,-7.619393828984266
rests,-7.619453000257445
tuxes,-7.620164720293973
carny,-7.6202524005380985
hunts,-7.620902904667522
feuds,-7.621204802839274
gazes,-7.621326986657598
acorn,-7.621425654351189
profs,-7.621474202986255
carve,-7.62161336909978
laxer,-7.621629200518117
plaid,-7.621806189369677
caged,-7.621821031391491
wolds,-7.622082293040336
folds,-7.6226256570128745
fumes,-7.622800924860171
broad,-7.62280572024695
redly,-7.622916435628888
boule,-7.623684010020343
prosy,-7.623873744360807
plash,-7.624214682450278
worms,-7.624493243404356
forms,-7.624802829936895
oinks,-7.624862600728512
yogas,-7.624953009807176
sworn,-7.625043653752467
wrist,-7.625111545743436
paged,-7.625494716525794
hasty,-7.625638944380554
hinds,-7.62584456250821
noble,-7.626071661249221
amber,-7.626122245712446
ultra,-7.626160227883206
plyer,-7.626393039534037
weary,-7.626471560845903
bathe,-7.626682207267601
owlet,-7.627017119785707
lover,-7.6275254912523405
lochs,-7.627568692997229
blame,-7.627574721970962
piano,-7.627618909369184
passe,-7.6279356762496695
point,-7.62855350167525
sword,-7.629270433907842
baker,-7.629517606732095
probe,-7.629698697542444
gluts,-7.630305095443318
novas,-7.63046288151548
clogs,-7.630496044518572
bloat,-7.630669871329599
carom,-7.630743800116137
piney,-7.631137398374122
abort,-7.631331762139152
whats,-7.631551804091789
reeds,-7.631721569379583
limps,-7.631763371667088
chest,-7.631894872969672
scrip,-7.632414633320237
rater,-7.632582645984807
clash,-7.633105103897342
minus,-7.6333232982381265
blocs,-7.633616161868045
adept,-7.633710192965038
brews,-7.633779853046418
braid,-7.633852925031602
brake,-7.634517175113695
opted,-7.6345420310314
admen,-7.634803965662951
coped,-7.6349604760023
court,-7.635101500947597
crows,-7.635602256943482
stamp,-7.635645206347996
moths,-7.635648629612001
demit,-7.635663369749496
rogue,-7.635776193735288
adzes,-7.636415169118822
apron,-7.637289210739469
hanks,-7.63730449893731
grasp,-7.6375585371511345
poker,-7.637579017655325
dieth,-7.637886053176698
knits,-7.638302887550712
slack,-7.638527377416064
souse,-7.638781341195834
untie,-7.639161295499224
twins,-7.639215708528026
prows,-7.639522255102155
agent,-7.639602306383067
piths,-7.639615570710037
ridge,-7.639703542162619
spume,-7.6397369764388054
ligne,-7.639879084369064
crude,-7.640080729715364
iambs,-7.640125770820868
cower,-7.640534886347318
paver,-7.640576712054465
seder,-7.640834458558914
steer,-7.640890519033048
kayos,-7.6413460280565175
bagel,-7.641615613253496
absit,-7.642000703397013
force,-7.642274144748844
viler,-7.642620784757215
print,-7.642721586995541
money,-7.6429837236582046
plasm,-7.643088879001085
nodal,-7.644068780410763
acrid,-7.64412838567897
ducts,-7.6445357710500215
grope,-7.644726952307261
randy,-7.645774189613126
stars,-7.646138454798346
pruta,-7.646297738456382
gloat,-7.646405287890092
heres,-7.646550039292574
clued,-7.646832466555699
lemon,-7.646863334362836
trove,-7.646882364352573
towed,-7.647215555010019
nones,-7.64762474559683
toked,-7.647800557124651
riser,-7.6482734693191645
power,-7.648810924466265
airer,-7.648847105041562
wager,-7.649689121797667
belay,-7.649727952851029
weird,-7.6501050401481505
coifs,-7.650423200069206
musta,-7.65044294853965
gable,-7.6504725925442045
plain,-7.651229441781785
modus,-7.651687517239244
ocean,-7.651857520138517
chaps,-7.651878915805461
tress,-7.652058051611758
uteri,-7.652824969266252
luxes,-7.653665301678808
prude,-7.654054002195705
bangs,-7.6542501352996215
gaped,-7.654460362085507
moray,-7.654528786478667
usher,-7.65455587876072
giant,-7.655094181953656
wider,-7.655748955254225
sling,-7.6558772817215655
brain,-7.65602542307698
creak,-7.656579130855158
estop,-7.656608023389601
whets,-7.656746429146601
owest,-7.656878703683813
flams,-7.657761762317283
faery,-7.657985332186046
whoas,-7.658329883073669
rabid,-7.658672866261649
ample,-7.658718404181429
limey,-7.658759846515995
lapin,-7.659189530936443
mayst,-7.659430797243401
dogie,-7.659677723317422
hoary,-7.659909657645569
roots,-7.660247525018515
naked,-7.660249030305542
brash,-7.660275094900873
gripe,-7.660679392851422
bawls,-7.661133133211594
under,-7.661663114832785
facie,-7.661866167310585
amyls,-7.661979692631818
clime,-7.662277042282159
vitae,-7.662762219062655
rebid,-7.662895941388435
groan,-7.662961501665607
mynas,-7.663516239509714
gives,-7.663784960220654
ankle,-7.663937469736554
slink,-7.6641897677883035
saran,-7.664360610944139
lemur,-7.664687829022001
pease,-7.665114908434081
round,-7.665327458017477
chile,-7.665349294825293
crisp,-7.665394778818606
loess,-7.66581325551115
shoes,-7.665831745881321
noses,-7.666730275535107
mange,-7.6668397827662975
cease,-7.667233955790055
filar,-7.6675188720253225
abide,-7.667642851339211
epact,-7.667986509033935
necks,-7.668040326389136
spies,-7.668135127086622
abode,-7.668165242419584
easel,-7.6682574968744195
honey,-7.668517914327019
agley,-7.66857052388345
soils,-7.668848117634187
sakes,-7.669024720379428
wiled,-7.669030523861924
safes,-7.669429815472458
thaws,-7.6704438583231624
feint,-7.670444150725258
skint,-7.670486931742907
hemps,-7.670592374114727
geoid,-7.671707386369963
grain,-7.672096410687534
roach,-7.672118186379101
scarf,-7.672224646644683
aerie,-7.672816982315772
doses,-7.673007273022434
swept,-7.673059984732556
guile,-7.673304838068173
ovens,-7.673911960807532
aphis,-7.674220341960999
vibes,-7.674228647683713
bunts,-7.67434270528961
sneer,-7.674381769468865
piety,-7.674400437784412
rungs,-7.674484223626924
hairy,-7.674817023518666
filed,-7.674873260883587
lodge,-7.674904835023382
decks,-7.675240478927792
horsy,-7.675983657854334
divas,-7.676245047289054
eruct,-7.676390610749458
aloud,-7.676613903217137
today,-7.6767640512718
owner,-7.676797558842279
tombs,-7.6769139835280455
spurn,-7.677172921037421
lousy,-7.677811476759999
gamed,-7.677889916604709
latex,-7.678015946007455
hypes,-7.678183434024032
chart,-7.678223343616778
hayed,-7.678563215783498
dings,-7.679179887115596
aleph,-7.6792312900752915
blips,-7.679629106494983
laved,-7.679745064845101
lurid,-7.679801131056019
stoup,-7.67980593819348
avert,-7.6800260686714035
binds,-7.680409740792785
yield,-7.680579797868002
suers,-7.680795163358771
liken,-7.68129043336462
flair,-7.681495045439544
torts,-7.681504780657414
gyros,-7.68165618134157
ruble,-7.68173287373967
golem,-7.681740282908853
yawls,-7.68206475774975
chins,-7.683240084716481
liver,-7.68339929396594
minor,-7.683936191418497
scrim,-7.683959364427111
lowed,-7.684235886670411
vised,-7.685112247874587
piker,-7.6853619476311215
amend,-7.685843206044056
sized,-7.686029874085602
peony,-7.686062324603931
north,-7.686243953714459
erupt,-7.686604673470408
dirty,-7.686680374037507
copra,-7.6868440378030325
shies,-7.687746621150445
cowls,-7.68798876001225
shunt,-7.688036895449789
rusty,-7.689199574003045
typos,-7.689264292023921
voile,-7.689465662860007
echos,-7.689589280096034
flied,-7.6898822632238195
nerdy,-7.689941563293827
wilds,-7.690001719668956
negro,-7.69051840910292
firms,-7.690538808656972
burst,-7.690555994321227
disco,-7.690760651301048
verbs,-7.691126914581889
mohel,-7.691196215361362
bream,-7.69133058846813
drugs,-7.691417270182514
strum,-7.691477398635556
slimy,-7.691778443691579
banks,-7.6921230092414445
chair,-7.692777405332432
synod,-7.693116532366773
thews,-7.6931655962112355
cadge,-7.693430582321407
sheik,-7.694263643866156
peels,-7.6943059296423
tents,-7.694878413619217
nines,-7.695059334472119
adobe,-7.695443003088735
loose,-7.6955441076403694
nurbs,-7.695766320586745
crave,-7.695886725884131
reply,-7.696494137863659
dowel,-7.696526957670659
downs,-7.696705242602874
ikons,-7.697378247305932
shaft,-7.697424036186138
berth,-7.697575073665623
chert,-7.698512889215567
ruses,-7.698537316406208
oleos,-7.698900030695588
shako,-7.6994744908664
brigs,-7.70007703342825
stagy,-7.700286015775134
sulfa,-7.700634177360444
brand,-7.700657745367437
masse,-7.70075208720977
swarm,-7.700808562883897
drubs,-7.701606457282125
dipso,-7.701628034367636
yerba,-7.701837446022486
ovate,-7.701906580806076
shady,-7.702193067396769
kited,-7.702764064617883
alive,-7.702971901498601
gloms,-7.703723391599125
paras,-7.7042285108979325
vends,-7.704244959590479
navel,-7.70453498828183
leaky,-7.704707501667064
naive,-7.705749443447041
curia,-7.706336533637556
nudie,-7.707145142759792
rebut,-7.707378727324255
jutes,-7.707404621233757
faxes,-7.707622970245221
khans,-7.707990762191989
locks,-7.708801302712362
ahold,-7.70975606831515
glide,-7.710216980215317
larch,-7.710531909475161
macro,-7.710722678331422
walks,-7.711804333605756
suras,-7.711887760430591
stele,-7.712692833764328
swath,-7.7127205227772935
twine,-7.712832194251597
monad,-7.7133506041366635
decay,-7.71338622409312
waxes,-7.7143471514527855
mixes,-7.714379451116138
lumen,-7.714829895064004
sprog,-7.715235098993942
sahib,-7.715324286409437
libra,-7.715415239025453
popes,-7.71598691519205
grand,-7.716093354443166
cawed,-7.716806024117808
lordy,-7.71710674961196
caked,-7.717424089753417
mayor,-7.717471651651466
poses,-7.717496226242821
dopey,-7.717565982361937
magus,-7.71792218113245
grime,-7.718063061660366
frail,-7.718137775891246
vaned,-7.7185642668966565
intro,-7.7189406785367405
wiper,-7.719106600243577
bases,-7.71955250005985
babes,-7.719620255211736
conks,-7.720002426856494
faint,-7.720166173372619
groks,-7.7204050838359315
eater,-7.720578786763498
angst,-7.721214071289147
dinks,-7.721428213275623
mower,-7.721497358927288
fazes,-7.721673582066334
bayed,-7.7220766572870625
moped,-7.7222783653436595
retch,-7.72229582904473
liked,-7.722349626577962
yanks,-7.722979117704373
